OBJECTID,RWCOMPKEY,FROM_ADDRE,TO_ADDRESS,ROADNAME,DIR,STRNAME,TYPE,LOCROSSPR,LOCROSSNA,LOCROSSSU,HICROSSPR,HICROSSNA,HICROSSSU,MUNI_NAME,COUNDIST,OWNER_NAME,CORE_CLASS,ROUTE_LBL,LENGTH,PRIORITY_R,ROUTE_UNIQ,CORRIDOR_N,BEGIN_LOCA,BMP,END_LOCATI,EMP,TOTAL_EPDO,EPDO_MILE,TOTAL_KA_C,KA_MILE,JUSTICE40_,PERCENT_JU,OWNER,SHAPELEN
328,9701,4800,5003,BARDSTOWN RD, ,BARDSTOWN,RD, ,WATTERSON,TRL, ,DREAMS END,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,US-31E,1.418,38,056-US-0031E -000,Bardstown Rd,S Hurstbourne Pkwy (KY 1747),7.245,Breckenridge Ln (KY 1932),8.663,3289,2319.46403385,9,6.34696756,0,0,KYTC,2067.70657259824
329,15907,899,800,E JEFFERSON ST,E,JEFFERSON,ST,S,SHELBY,ST,S,CAMPBELL,ST,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,1.05,43,056-CS-1014B -000,E Jefferson St,Baxter Ave (US 31E),0,S 1st St (CS-1002F),1.05,2331,2220,6,5.71428571,1.05,1,METRO,585.91041463615
330,20984,426,499,BAXTER AVE, ,BAXTER,AVE, ,LEXINGTON,RD, ,BARRET,AVE,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,280.690176253255
331,16526,975,999,S 26TH ST,S,26TH,ST, ,DATE,ST,W,KENTUCKY,ST,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,1.846,27,056-CS-1038F -000,S 26th St,W Main St (CS-1011A),0,Wilson Ave (CS-1025F),1.846,4784,2591.54929577,10,5.4,1.846,1,METRO,131.075792125205
332,17898,1500,1511,S 7TH ST,S,7TH,ST,W,HILL,ST,W,SHIPP,AVE,LOUISVILLE,6,METRO,MAJOR ARTERIAL, ,0.928,2,056-CS-1011F -000,S 7th St,Algonquin Pkwy (KY 2054),0,Split to S 9th St,0.928,5224,5629,15,16.2,0.928,1,METRO,201.1354706799
333,18465,1400,1499,ALGONQUIN PKY, ,ALGONQUIN,PKY, ,7TH STREET,RD,S,13TH,ST,LOUISVILLE,6,STATE,MAJOR ARTERIAL,KY-2054,1.762,13,056-KY-2054  -000,Algonquin Pkwy,S 22nd St (US 31W),1.504,Winkler Ave (US 60A),3.266,5638.85,3200.2553916,15,8.51305335,1.762,1,KYTC,372.603784135589
334,21549,950,979,W MARKET ST,W,MARKET,ST, ,I 64 RAMP, , ,I 64 RAMP, ,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31W,1.064,33,056-US-0031W -000,W Market St (US 31W),Dr W J Hodge St,20.292,Roy Wilkins Ave,21.356,6500,2472.42297452,18,6.84670978,2.629,1,KYTC,245.952747304021
335,18249,1800,1802,S 7TH ST,S,7TH,ST, ,COMMERCE,RD,S,11TH,ST,LOUISVILLE,6,METRO,MAJOR ARTERIAL, ,0.928,2,056-CS-1011F -000,S 7th St,Algonquin Pkwy (KY 2054),0,Split to S 9th St,0.928,5224,5629,15,16.2,0.928,1,METRO,142.665881854466
336,17329,1350,1399,S 22ND ST,S,22ND,ST, ,ST LOUIS,AVE, ,WOODLAND,AVE,LOUISVILLE,6,STATE,MAJOR ARTERIAL,US-31W,1.145,8,056-US-0031W -000,S 22nd St / Bernheim Ln,Dixie Hwy (CS-1030F),17.51,Dumesnil St (CS-1010F),18.655,4100,3580.7860262,11,9.6069869,1.145,1,KYTC,312.938314203425
337,29619,4752,4775,CANE RUN RD, ,CANE RUN,RD, ,POPLAR VIEW,DR, ,ROCKFORD,LN,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,472.604048770281
338,23024,4430,4441,DIXIE HWY, ,DIXIE,HWY, ,HEATON,RD, ,STEWART,AVE,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,315.221631022619
339,16177,700,728,S 26TH ST,S,26TH,ST,W,BROADWAY, , ,MAPLE,ST,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,1.846,27,056-CS-1038F -000,S 26th St,W Main St (CS-1011A),0,Wilson Ave (CS-1025F),1.846,4784,2591.54929577,10,5.4,1.846,1,METRO,484.024896608226
340,22999,4360,4429,DIXIE HWY, ,DIXIE,HWY, ,I 264 RAMP, , ,HEATON,RD,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,432.18074989848
341,24169,6800,6899,PRESTON HWY, ,PRESTON,HWY,W,FERN VALLEY,RD, ,INDUSTRIAL,BLVD,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,334.467390434497
342,26958,4600,4649,DIXIE HWY, ,DIXIE,HWY, ,SAN JOSE,AVE, ,GAGEL,AVE,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,1003.3614205217
343,21063,2912,2999,DIXIE HWY, ,DIXIE,HWY, ,LONEY,LN, ,ARGONNE,AVE,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,419.370340523897
344,32187,4613,4614,CANE RUN RD, ,CANE RUN,RD, ,MARGEE,DR, ,CLARINET,DR,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,175.44641191294
345,20533,1220,1244,BARDSTOWN RD, ,BARDSTOWN,RD, ,LUCIA,AVE, ,BEECHWOOD,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,335.887479229466
346,35056,299,235,E JEFFERSON ST,E,JEFFERSON,ST,S,FLOYD,ST, ,NO STREET NAME, ,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,1.05,43,056-CS-1014B -000,E Jefferson St,Baxter Ave (US 31E),0,S 1st St (CS-1002F),1.05,2331,2220,6,5.71428571,1.05,1,METRO,253.848228179826
347,27021,4730,4733,DIXIE HWY, ,DIXIE,HWY, ,ROCKFORD,LN,E,ROCKFORD,LN,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,170.624087108364
348,29902,2300,2499,CRUMS LN, ,CRUMS,LN, ,NORTH,LN, ,LOMOND,DR,SHIVELY,3,STATE,MINOR ARTERIAL,KY-2049,1.102,12,056-KY-2049  -000,Crums Lane,Cheviot Drive (CS-1476F),0.618,Dixie Hwy (US 31W),1.72,3658,3319.41923775,11,9.98185118,1.102,1,KYTC,674.845341801781
349,30039,3600,3699,MANSLICK RD, ,MANSLICK,RD, ,ELDERWOOD,WAY, ,MANSLICK,CT,LOUISVILLE,3,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,924.96283896004
350,27482,6700,6899,DIXIE HWY, ,DIXIE,HWY, ,KERRICK,LN, ,ST PAULS CHURCH,RD,LOUISVILLE,12,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,1058.21467409088
351,26788,3300,3350,LEES LN, ,LEES,LN, ,CLARION,CT, ,CANE RUN,RD,LOUISVILLE,1,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.987342,20,10.126582,1.975,1,KYTC,645.347674362788
352,15830,199,100,BAXTER AVE, ,BAXTER,AVE,E,MARKET,ST,E,MAIN,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,511.024194040174
353,16015,3200,3309,W BROADWAY,W,BROADWAY, ,S,32ND,ST, ,LOUIS COLEMAN JR,DR,LOUISVILLE,5,METRO,MAJOR ARTERIAL, ,1.19,3,056-CS-1021F -000,W Broadway,S 22nd St (US 31W-001),0,S 35th St (north leg),1.19,6262,5262.18487395,19,15.96638655,1.19,1,METRO,620.076561577341
354,16474,700,799,E BROADWAY,E,BROADWAY, ,S,CLAY,ST,S,SHELBY,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,584.743261139651
355,10386,4400,4999,SHEPHERDSVILLE RD, ,SHEPHERDSVILLE,RD,E,INDIAN,TRL, ,BUECHEL BANK,RD,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-2052,2.908,39,056-KY-2052  -000,Shepherdsville Rd,Fern Valley Rd (KY 1747),1.214,Hikes Lane (KY 2052),4.122,6742,2318.43191197,20,6.87757909,2.908,1,KYTC,2571.5498487909
356,20015,3500,3519,MANSLICK RD, ,MANSLICK,RD, ,CONN,ST, ,NICHOLS,DR,LOUISVILLE,3,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,309.819977753639
357,9376,8300,8399,SHELBYVILLE RD, ,SHELBYVILLE,RD, ,HOLLEY,RD, ,LYNDON,LN,LOUISVILLE,18,STATE,MAJOR ARTERIAL,US-60,1.413,53,056-US-0060  -000,Shelbyville Rd,Whipps Mill Rd (CS-1005C),6.435,Hurstbourne Pkwy (KY 1747),7.848,2682,1898.08917197,8,5.66171267,0,0,KYTC,368.259914405243
358,15021,2801,2853,W MARKET ST,W,MARKET,ST,S,28TH,ST,S,29TH,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.565,33,056-CS-1006A -000,W Market St (CS-1006A),S 22nd St (US 31W-001),0,S 40th St (CS-1043F),1.565,6500,2472.42297452,18,6.84670978,2.629,1,METRO,482.279572060193
359,29949,3900,3924,7TH STREET RD, ,7TH STREET,RD, ,LEROY,AVE, ,PARK,RD,SHIVELY,3,STATE,MAJOR ARTERIAL,US-60A,3.157,4,056-US-0060A -000,7th Street Rd / Berry Blvd / Taylor Blvd / Winkler Ave,Dixie Hwy (US 31W),0,S 3rd St (KY 1020),3.157,13771,4362.05258156,37,11.71998733,3.157,1,KYTC,600.308986685434
360,16326,700,799,W BROADWAY,W,BROADWAY, ,S,7TH,ST,S,8TH,ST,LOUISVILLE,6,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,481.61405892387
361,26023,7637,7720,ST ANDREWS CHURCH RD, ,ST ANDREWS CHURCH,RD, ,RENWOOD,BLVD, ,CARDINAL OAKS,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,1075.98236238967
362,3327,3800,3815,FRANKFORT AVE, ,FRANKFORT,AVE, ,LEXINGTON,RD, ,WILMINGTON,AVE,LOUISVILLE,9,STATE,MAJOR ARTERIAL,US-60,0.638,6,056-US-0060  -000,Shelbyville Rd,Lexington Rd (US 60A),3.482,Thierman Ln (CS-1098B),4.12,2413,3782.13166144,7,10.97178683,0,0,KYTC,267.26342109867
363,19189,3200,3299,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,ILLINOIS,AVE, ,NIGHTINGALE,RD,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,900.503223285686
364,18635,1525,1539,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,ARDMORE,DR, ,THRUSTON,AVE,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,350.922940481596
365,19058,2702,2799,7TH STREET RD, ,7TH STREET,RD, ,WATHEN,LN, ,PHYLLIS,AVE,SHIVELY,3,STATE,MAJOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,807.740334217088
366,15150,1500,1599,W MAIN ST,W,MAIN,ST,N,15TH,ST,N,16TH,ST,LOUISVILLE,5,STATE,MAJOR ARTERIAL,US-31W,1.751,45,056-US-0031W -001,W Main St,N 22nd St (US 150),20.345,S 2nd St (US 31),22.096,3743,2137.63563678,10,5.71102227,1.751,1,KYTC,479.543931528519
367,21290,3280,3299,NEWBURG RD, ,NEWBURG,RD, ,I 264 RAMP, , ,BISHOP,LN,LOUISVILLE,10,STATE,MINOR ARTERIAL,KY-1703,2.593,30,056-KY-1703  -000,Newburg Rd,Bluegrass Park Dr (CS-1185G),1.25,Bellarmine Blvd (PS-1084G),3.843,6510.5,2510.79830312,18,6.94176629,1.066,0.41110683,KYTC,163.775641073579
368,10032,4212,4299,SHEPHERDSVILLE RD, ,SHEPHERDSVILLE,RD, ,OLD SHEPHERDSVILLE,RD, ,DELAWARE,DR,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-2052,2.908,39,056-KY-2052  -000,Shepherdsville Rd,Fern Valley Rd (KY 1747),1.214,Hikes Lane (KY 2052),4.122,6742,2318.43191197,20,6.87757909,2.908,1,KYTC,359.659131606889
369,10914,5180,5199,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,MADDIX,LN, ,GAYLE,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,382.546523174098
370,15599,3199,3100,RIVER PARK DR, ,RIVER PARK,DR,S,32ND,ST,S,31ST,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,0.676,28,056-CS-1016A -000,River Park Dr (CS-1016A),S 37th St (CS-1078A),0.753,S 30th St (CS-1071F),1.429,5742,2586.48648649,13,5.85585586,2.22,1,METRO,792.649684787828
371,23405,5000,5011,SOUTHSIDE DR, ,SOUTHSIDE,DR,W,AMHERST,AVE, ,COLONIAL OAKS,CT,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,362.415103131927
372,17678,1800,2099,W HILL ST,W,HILL,ST, ,DIXIE,HWY,S,22ND,ST,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,1.034,51,056-CS-1016F -000,W Hill St,S 17th St (CS-1032F),1.527,Wilson Ave (CS-1025F),2.561,2010,1943.90715667,5,4.83558994,1.034,1,METRO,712.633306880056
373,26063,5000,5018,NEW CUT RD, ,NEW CUT,RD, ,IROQUOIS,AVE, ,GHEENS,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,427.289320167615
374,24028,6200,6399,PRESTON HWY, ,PRESTON,HWY, ,FOREST,DR, ,WANNSEE,DR,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,973.545012087751
375,23342,4976,4999,SOUTHSIDE DR, ,SOUTHSIDE,DR,W,AMHERST,AVE,W,AMHERST,AVE,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,36.8986993334454
376,8486,4904,4959,U S HIGHWAY 42, ,U S HIGHWAY 42, , ,HOLIDAY MANOR,CTR, ,GLEN EAGLE,DR,NORTHFIELD,7,STATE,MAJOR ARTERIAL,US-42,0.985,44,056-US-0042  -000,Brownsboro Rd / US 42,I-264,5.81,Seminary Dr (KY 22C),6.795,2172,2205.07614213,7,7.10659898,0,0,KYTC,1037.30145786392
377,15178,218,299,S 26TH ST,S,26TH,ST, ,CONGRESS,ST,W,JEFFERSON,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.846,27,056-CS-1038F -000,S 26th St,W Main St (CS-1011A),0,Wilson Ave (CS-1025F),1.846,4784,2591.54929577,10,5.4,1.846,1,METRO,293.92983572118
378,19378,3500,3599,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,QUARRY HILL,RD, ,FINCASTLE,RD,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,632.793185724302
379,19736,3580,3599,DIXIE HWY, ,DIXIE,HWY, ,MARY CATHERINE,DR, ,THERESA,AVE,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,53.9412295929561
380,24393,5500,5604,NEW CUT RD, ,NEW CUT,RD, ,3RD STREET,RD, ,COGAN,BLVD,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.008534,51,9.671914,4.556,0.864024,KYTC,1358.20022674438
381,21538,500,599,W MAIN ST,W,MAIN,ST, ,PLACE MONTPELLIER, ,N,6TH,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31W,1.751,45,056-US-0031W -001,W Main St,N 22nd St (US 150),20.345,S 2nd St (US 31),22.096,3743,2137.63563678,10,5.71102227,1.751,1,KYTC,479.705619003553
382,19793,3800,3838,SOUTHERN PKY, ,SOUTHERN,PKY, ,OAKDALE,AVE, ,WINN,AVE,LOUISVILLE,15,STATE,MINOR ARTERIAL,KY-1020,1.313,35,056-KY-1020  -000,Southern Pkwy,W Woodlawn Ave (CS-1096F),7.837,S 3rd St (CS-1013F),9.15,3174,2417.3648134,11,8.37776085,1.313,1,KYTC,756.955979491734
383,18399,1350,1399,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,DIXON,AVE, ,EIGELBACH,AVE,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,301.707908913904
384,29616,4700,4719,CANE RUN RD, ,CANE RUN,RD, ,NEW LYNNVIEW,DR, ,TEAKWOOD,CIR,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,775.843014249263
385,18921,2515,2599,DIXIE HWY, ,DIXIE,HWY, ,SONNE,AVE, ,GLENVIEW,PL,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,357.559656043319
386,25796,4025,4035,TAYLOR BLVD, ,TAYLOR,BLVD, ,CARRICO,AVE, ,CARRICO,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,219.401600264918
387,19501,3750,3799,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,SHERIDAN,AVE, ,TREVILIAN,WAY,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,419.558882571156
388,26990,1810,1899,ROCKFORD LN, ,ROCKFORD,LN, ,STONESTREET,AVE, ,HILLSIDE,DR,SHIVELY,3,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,429.980278420498
389,18328,1800,1899,BERNHEIM LN, ,BERNHEIM,LN, ,DIXIE,HWY,S,22ND,ST,LOUISVILLE,3,STATE,MAJOR ARTERIAL,US-31W,1.145,8,056-US-0031W -000,S 22nd St / Bernheim Ln,Dixie Hwy (CS-1030F),17.51,Dumesnil St (CS-1010F),18.655,4100,3580.786026,11,9.606987,1.145,1,KYTC,662.194958555497
390,17828,1804,1832,BARDSTOWN RD, ,BARDSTOWN,RD, ,IVANHOE,CT, ,ROANOKE,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,323.024031801114
391,15941,659,662,S 26TH ST,S,26TH,ST, ,ELLIOTT,AVE, ,ELLIOTT,AVE,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.846,27,056-CS-1038F -000,S 26th St,W Main St (CS-1011A),0,Wilson Ave (CS-1025F),1.846,4784,2591.54929577,10,5.4,1.846,1,METRO,49.6935923937886
392,18155,1800,2099,ALGONQUIN PKY, ,ALGONQUIN,PKY, ,DIXIE,HWY,S,22ND,ST,LOUISVILLE,6,STATE,MAJOR ARTERIAL,KY-2054,1.762,13,056-KY-2054  -000,Algonquin Pkwy,S 22nd St (US 31W),1.504,Winkler Ave (US 60A),3.266,5638.85,3200.2553916,15,8.51305335,1.762,1,KYTC,748.109918894437
393,14822,3900,3999,W MARKET ST,W,MARKET,ST,S,39TH,ST,S,40TH,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.565,33,056-CS-1006A -000,W Market St (CS-1006A),S 22nd St (US 31W-001),0,S 40th St (CS-1043F),1.565,6500,2472.42297452,18,6.84670978,2.629,1,METRO,198.264787043111
394,23671,5800,5802,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,INVERNESS,AVE, ,NAVY,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,129.817848307012
395,14701,327,331,N 22ND ST,N,22ND,ST,N,22ND ST CONNECTOR, , ,GARFIELD,AVE,LOUISVILLE,5,STATE,MAJOR ARTERIAL,US-150,0.741,15,056-US-0150  -000,N 22nd St,Northwestern Pkwy,0,W Main St (US 31W-001),0.741,2292,3093.11740891,6,8.09716599,0.49,0.66126856,KYTC,48.2274273786452
396,19589,3250,3267,TAYLOR BLVD, ,TAYLOR,BLVD, ,PHYLLIS,AVE, ,CALHOUN,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,US-60A,3.157,4,056-US-0060A -000,7th Street Rd / Berry Blvd / Taylor Blvd / Winkler Ave,Dixie Hwy (US 31W),0,S 3rd St (KY 1020),3.157,13771,4362.05258156,37,11.71998733,3.157,1,KYTC,235.610768283731
397,23734,6204,6299,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,STEEDLY,DR, ,FREEMAN,AVE,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,136.821649282926
398,29614,4640,4649,CANE RUN RD, ,CANE RUN,RD, ,PATRICIA,DR, ,CATHE DYKSTRA,WAY,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,345.021653532427
